component,i,j,value
0,8,20,-0.12684283583779624
0,8,21,-0.2794200396837104
0,8,22,-0.12628686360785937
0,8,23,-0.08736802271009855
0,8,24,-0.12256556743355324
0,8,25,-0.14855358952591116
0,8,26,-0.15789211786921048
0,8,27,-0.18429623372887946
0,8,28,0.39338414930843635
0,8,29,-0.10168668449926023
0,8,30,0.1308895951823574
0,8,31,-0.1308895951823574
0,9,0,-0.29062372266575687
0,9,1,-0.13804035754813446
0,9,2,-0.2687121275517059
0,9,3,-0.22387220578571282
0,9,4,0.023940444441476725
0,9,5,0.15536096052859244
0,9,6,0.09054425668297827
0,9,7,-0.19591900821663275
0,9,8,0.03600228548088755
0,9,9,0.7804855311065828
0,9,10,-0.11430181892001022
0,9,11,-0.3604035904374701
0,9,12,-0.1395513047414327
0,9,13,-0.13463637175633206
0,9,14,0.06256904370636127
0,9,15,0.5063436317950072
0,9,16,0.7214990358400133
0,9,17,0.1397817257190747
0,9,18,0.3740436328500111
0,9,19,0.6020809158241401
0,9,20,-0.21266824964076805
0,9,21,-0.13270537097623006
0,9,22,-0.20768139187246468
0,9,23,-0.15613209146351495
0,9,24,0.1436101543656543
0,9,25,0.1663039061172004
0,9,26,0.2703682893739787
0,9,27,-0.051200508314857625
0,9,28,0.281195091546089
0,9,29,0.4726598712430701
0,9,30,0.32072793284178364
0,9,31,-0.32072793284178364
0,10,0,0.12211245207620919
0,10,1,0.17611528972843174
0,10,2,0.12033214732438338
0,10,3,0.10800896781593437
0,10,4,-0.045013843687812714
0,10,5,0.002624593607730309
0,10,6,0.008439161856812812
0,10,7,0.1108010749369245
0,10,8,0.07060500914468469
0,10,9,-0.11430181892001022
0,10,10,0.414387961432876
0,10,11,0.2097640005417271
0,10,12,0.3077492574463499
0,10,13,0.2562319350593055
0,10,14,0.03694023544583323
0,10,15,0.22061063014493465
0,10,16,-0.0811889243552013
0,10,17,0.22194979972611514
0,10,18,0.18065837971197043
0,10,19,0.47215931937969235
0,10,20,0.09603004190065405
0,10,21,0.04793948992914462
0,10,22,0.08412120733799193
0,10,23,0.07955337826014017
0,10,24,-0.221585456063709
0,10,25,-0.10573405064108686
0,10,26,-0.14519151050010976
0,10,27,-0.021965016630391753
0,10,28,-0.15515875477885774
0,10,29,-0.1512499134721854
0,10,30,-0.09144981194020711
0,10,31,0.09144981194020711
0,11,0,-0.027962787115104828
0,11,1,0.2470244208454357
0,11,2,-0.03698395922641105
0,11,3,-0.013567414836898046
0,11,4,-0.26640814225026116
0,11,5,-0.26285000781502216
0,11,6,-0.047307419654650205
0,11,7,-0.01135750309752324
0,11,8,-0.11316441236996941
0,11,9,-0.3604035904374701
0,11,10,0.2097640005417271
0,11,11,1.0451956857700209
0,11,12,0.21741111407350502
0,11,13,0.12842001200048633
0,11,14,0.4820977352635552
0,11,15,-0.18243534095881672
0,11,16,-0.1413860260436438
0,11,17,0.3535316437246377
0,11,18,0.03534920142815779
0,11,19,-0.09737050830304693
0,11,20,-0.05393656712911101
0,11,21,0.28246949903963997
0,11,22,-0.04926941958263504
0,11,23,-0.02263203443240067
0,11,24,-0.23630188456281723
0,11,25,-0.3024260406064492
0,11,26,-0.19986594311247657
0,11,27,-0.12079232745938362
0,11,28,-0.3185394448914388
0,11,29,-0.3294363955225324
0,11,30,-0.06192415500330171
0,11,31,0.06192415500330171
0,12,0,0.10918077698980318
0,12,1,0.14779394954297478
0,12,2,0.1052747604840738
0,12,3,0.09114348208393717
0,12,4,0.0353133230657653
0,12,5,-0.03198173540716083
0,12,6,-0.03927834094232053
0,12,7,0.0716960733198674
0,12,8,0.09858534283535807
0,12,9,-0.1395513047414327
0,12,10,0.3077492574463499
0,12,11,0.21741111407350502
0,12,12,0.30840797025884603
0,12,13,0.19133367791727024
0,12,14,0.08304683584637639
0,12,15,0.01803402114722123
0,12,16,-0.19466662998183065
0,12,17,0.1466108770625491
0,12,18,0.049674284111516635
0,12,19,0.15295337241131537
0,12,20,0.08686790611184264
0,12,21,0.07304452015304883
0,12,22,0.09021537113109188
0,12,23,0.0699876723489521
0,12,24,-0.10291590343258517
0,12,25,-0.10555817582529547
0,12,26,-0.16158857660906628
0,12,27,-0.02093701075461847
0,12,28,-0.12361219405085273
0,12,29,-0.14821365119024668
0,12,30,-0.10532630685263226
0,12,31,0.10532630685263226
0,13,0,0.1513272167881573
0,13,1,0.1359274488534325
0,13,2,0.14965450287544219
0,13,3,0.12765307037425258
0,13,4,-0.023631883152841166
0,13,5,0.027960973178468216
0,13,6,0.04961296184901142
0,13,7,0.11225521333759832
0,13,8,-0.00995520594786444
0,13,9,-0.13463637175633206
0,13,10,0.2562319350593055
0,13,11,0.12842001200048633
0,13,12,0.19133367791727024
0,13,13,0.1829382669357361
0,13,14,-0.022097191545374775
0,13,15,0.16790826815214846
0,13,16,-0.03463772958381399
0,13,17,0.15290306552403157
0,13,18,0.07005021034367422
0,13,19,0.3181895319773564
0,13,20,0.11362483398697804
0,13,21,0.047675591312863246
0,13,22,0.10643036242840467
0,13,23,0.09039618596009487
0,13,24,-0.1487826009546511
0,13,25,-0.05819831575693173
0,13,26,-0.0736519684620577
0,13,27,0.014584736607593362
0,13,28,-0.14553455703688373
0,13,29,-0.12035039350562896
0,13,30,-0.12689769218681468
0,13,31,0.12689769218681468
0,14,0,-0.22267312613033977
0,14,1,0.12299789900448509
0,14,2,-0.2251414141103513
0,14,3,-0.16963964703322015
0,14,4,0.3250298448334799
0,14,5,-0.26437714997670536
0,14,6,-0.22796089935447597
0,14,7,-0.1411749382321273
0,14,8,-0.13377018440356306
0,14,9,0.06256904370636127
0,14,10,0.03694023544583323
0,14,11,0.4820977352635552
0,14,12,0.08304683584637639
0,14,13,-0.022097191545374775
0,14,14,1.2480654571192884
0,14,15,-0.43569755207074085
0,14,16,-0.39871054779123744
0,14,17,-0.14964938665180016
0,14,18,0.16404761265764917
0,14,19,-0.4211771003036419
0,14,20,-0.1962150292448344
0,14,21,0.1374250367141719
0,14,22,-0.18713176711797805
0,14,23,-0.1289258176217807
0,14,24,0.40549135943741776
0,14,25,-0.306621140102081
0,14,26,-0.31427065054267433
0,14,27,-0.25724365404754956
0,14,28,-0.21149297164736724
0,14,29,-0.18695995902922102
0,14,30,0.06911456488317415
0,14,31,-0.06911456488317415
0,15,0,0.11097516372926033
0,15,1,0.12979013349116186
0,15,2,0.13743196400853389
0,15,3,0.10632803608172013
0,15,4,-0.5155321305387438
0,15,5,0.4314973686881109
0,15,6,0.6353847515288134
0,15,7,0.13821534012109882
0,15,8,-0.3648091237287214
0,15,9,0.5063436317950072
0,15,10,0.22061063014493465
0,15,11,-0.18243534095881672
0,15,12,0.01803402114722123
0,15,13,0.16790826815214846
0,15,14,-0.43569755207074085
0,15,15,1.6502498932432974
0,15,16,1.8128798577717768
0,15,17,0.972820241227348
0,15,18,0.3684849209576631
0,15,19,1.7914624739759837
0,15,20,0.08917346513468277
0,15,21,0.0035134345768386985
0,15,22,0.07574478963967898
0,15,23,0.07300635845016369
0,15,24,-0.45744731002794387
0,15,25,0.35428079142434105
0,15,26,0.7453419120656568
0,15,27,0.2656011584550794
0,15,28,-0.0005838996280945637
0,15,29,0.4269882240993143
0,15,30,0.09445904187233654
0,15,31,-0.09445904187233654
0,16,0,-0.1316879814745342
0,16,1,0.2226466576284787
0,16,2,-0.10004137867562751
0,16,3,-0.06892806435070573
0,16,4,-0.4295004642433461
0,16,5,0.409803118762959
0,16,6,1.3197537059898965
0,16,7,0.1010621542051853
0,16,8,-0.22459431504182978
0,16,9,0.7214990358400133
0,16,10,-0.0811889243552013
0,16,11,-0.1413860260436438
0,16,12,-0.19466662998183065
0,16,13,-0.03463772958381399
0,16,14,-0.39871054779123744
0,16,15,1.8128798577717768
0,16,16,3.7612387704210586
0,16,17,1.5864951426040013
0,16,18,0.5494505856155631
0,16,19,1.2602800964212508
0,16,20,-0.07958051968730279
0,16,21,0.20358282812952594
0,16,22,-0.08481240420677975
0,16,23,-0.03425976553894355
0,16,24,-0.13603703921329519
0,16,25,0.6005123691122572
0,16,26,1.8883093467815484
0,16,27,0.5838346644175298
0,16,28,0.6292570735315727
0,16,29,0.7235418879594852
0,16,30,0.012495425275112337
0,16,31,-0.012495425275112337
0,17,0,0.0632883433248158
0,17,1,0.1257737802090767
0,17,2,0.07376049901346285
0,17,3,0.06246342432362174
0,17,4,-0.1389151329791064
0,17,5,0.19610873305713605
0,17,6,0.6004553567228201
0,17,7,0.20172400820645922
0,17,8,-0.2334506291322624
0,17,9,0.1397817257190747
0,17,10,0.22194979972611514
0,17,11,0.3535316437246377
0,17,12,0.1466108770625491
0,17,13,0.15290306552403157
0,17,14,-0.14964938665180016
0,17,15,0.972820241227348
0,17,16,1.5864951426040013
0,17,17,1.2398206865714094
0,17,18,0.09305048020020758
0,17,19,0.8157766966517094
0,17,20,0.052128276641897224
0,17,21,0.08886226838355953
0,17,22,0.045494858605140215
0,17,23,0.046170688969508884
0,17,24,-0.15348268601152307
0,17,25,0.20476151135004786
0,17,26,0.7199652777485545
0,17,27,0.3506121658054847
0,17,28,0.02684041551686358
0,17,29,0.1688327620250647
0,17,30,-0.006990803223883829
0,17,31,0.006990803223883829
0,18,0,-0.21201995879121502
0,18,1,0.1277188868419257
0,18,2,-0.19808708695341365
0,18,3,-0.1345833317457282
0,18,4,-0.18879067898105475
0,18,5,-0.016681190765935466
0,18,6,0.09931576183066051
0,18,7,-0.14348053142858072
0,18,8,0.23727468992088577
0,18,9,0.3740436328500111
0,18,10,0.18065837971197043
0,18,11,0.03534920142815779
0,18,12,0.049674284111516635
0,18,13,0.07005021034367422
0,18,14,0.16404761265764917
0,18,15,0.3684849209576631
0,18,16,0.5494505856155631
0,18,17,0.09305048020020758
0,18,18,0.8414111573770712
0,18,19,0.5955478694816886
0,18,20,-0.16106129129520616
0,18,21,0.03186388445866416
0,18,22,-0.16769797777018608
0,18,23,-0.0907180595959906
0,18,24,-0.18570027719146087
0,18,25,-0.07358489348486073
0,18,26,0.12312860640507176
0,18,27,-0.16776542893837626
0,18,28,0.29258735760474325
0,18,29,0.12874189231721037
0,18,30,0.0692082116282971
0,18,31,-0.0692082116282971
0,19,0,0.12871610562925642
0,19,1,0.11242895622817035
0,19,2,0.15758587048165046
0,19,3,0.11936947895595101
0,19,4,-0.5754598232999119
0,19,5,0.41727851515154457
0,19,6,0.3670520280710299
0,19,7,0.09495769017725238
0,19,8,-0.29686766977765705
0,19,9,0.6020809158241401
0,19,10,0.47215931937969235
0,19,11,-0.09737050830304693
0,19,12,0.15295337241131537
0,19,13,0.3181895319773564
0,19,14,-0.4211771003036419
0,19,15,1.7914624739759837
0,19,16,1.2602800964212508
0,19,17,0.8157766966517094
0,19,18,0.5955478694816886
0,19,19,2.6060864031658677
0,19,20,0.06988932673730194
0,19,21,-0.133857715512756
0,19,22,0.047774502728418954
0,19,23,0.05993907099719007
0,19,24,-0.7362014515907946
0,19,25,0.13815333873317726
0,19,26,0.2562754528986267
0,19,27,0.0003494065705500988
0,19,28,-0.2738600290694648
0,19,29,0.3303300632216968
0,19,30,0.2898216748500611
0,19,31,-0.2898216748500611
0,20,0,0.2739612694470729
0,20,1,0.12071556650044145
0,20,2,0.2694969058738164
0,20,3,0.21538057701282912
0,20,4,0.03886732224720399
0,20,5,0.11080873845103194
0,20,6,0.12085724201531697
0,20,7,0.185834689936938
0,20,8,-0.12684283583779624
0,20,9,-0.21266824964076805
0,20,10,0.09603004190065405
0,20,11,-0.05393656712911101
0,20,12,0.08686790611184264
0,20,13,0.11362483398697804
0,20,14,-0.1962150292448344
0,20,15,0.08917346513468277
0,20,16,-0.07958051968730279
0,20,17,0.052128276641897224
0,20,18,-0.16106129129520616
0,20,19,0.06988932673730194
0,20,20,0.22246076560246436
0,20,21,0.1011990868458417
0,20,22,0.21436302932708606
0,20,23,0.1567373479519495
0,20,24,-0.0010438256447996674
0,20,25,0.08382210191296359
0,20,26,0.0454089617088406
0,20,27,0.15659002176645118
0,20,28,-0.09855142033648562
0,20,29,-0.06115311787240238
0,20,30,-0.2514168929447289
0,20,31,0.2514168929447289
0,21,0,0.07410333615422157
0,21,1,0.4339262009678553
0,21,2,0.07509158825903114
0,21,3,0.06649420518476991
0,21,4,-0.1939156486508274
0,21,5,0.012591165875203716
0,21,6,0.18092544921978207
0,21,7,0.03193127987071986
0,21,8,-0.2794200396837104
0,21,9,-0.13270537097623006
0,21,10,0.04793948992914462
0,21,11,0.28246949903963997
0,21,12,0.07304452015304883
0,21,13,0.047675591312863246
0,21,14,0.1374250367141719
0,21,15,0.0035134345768386985
0,21,16,0.20358282812952594
0,21,17,0.08886226838355953
0,21,18,0.03186388445866416
0,21,19,-0.133857715512756
0,21,20,0.1011990868458417
0,21,21,0.5485453890465445
0,21,22,0.10850383567838376
0,21,23,0.07705592501079954
0,21,24,0.1446341009597416
0,21,25,0.09806880278107029
0,21,26,0.23753914992998604
0,21,27,0.17640145647254793
0,21,28,0.08191797284556393
0,21,29,0.043577435497124214
0,21,30,-0.357503933961331
0,21,31,0.357503933961331
0,22,0,0.2637233408618385
0,22,1,0.12086398323435879
0,22,2,0.25987529377309776
0,22,3,0.20709341369738912
0,22,4,0.03421365214594187
0,22,5,0.10540033128969392
0,22,6,0.11181500659488512
0,22,7,0.17202362993494982
0,22,8,-0.12628686360785937
0,22,9,-0.20768139187246468
0,22,10,0.08412120733799193
0,22,11,-0.04926941958263504
0,22,12,0.09021537113109188
0,22,13,0.10643036242840467
0,22,14,-0.18713176711797805
0,22,15,0.07574478963967898
0,22,16,-0.08481240420677975
0,22,17,0.045494858605140215
0,22,18,-0.16769797777018608
0,22,19,0.047774502728418954
0,22,20,0.21436302932708606
0,22,21,0.10850383567838376
0,22,22,0.210597077940209
0,22,23,0.15197373793193775
0,22,24,0.004612941802911743
0,22,25,0.0793568550567155
0,22,26,0.039390894139841544
0,22,27,0.1502886992579666
0,22,28,-0.09705915178277731
0,22,29,-0.05794868537131621
0,22,30,-0.2515568146349038
0,22,31,0.2515568146349038
0,23,0,0.1945263720451297
0,23,1,0.09843742806656096
0,23,2,0.19177846135605536
0,23,3,0.1551941147210136
0,23,4,0.016996940073965957
0,23,5,0.07298727983920962
0,23,6,0.09340383040864712
0,23,7,0.1281489184527573
0,23,8,-0.08736802271009855
0,23,9,-0.15613209146351495
0,23,10,0.07955337826014017
0,23,11,-0.02263203443240067
0,23,12,0.0699876723489521
0,23,13,0.09039618596009487
0,23,14,-0.1289258176217807
0,23,15,0.07300635845016369
0,23,16,-0.03425976553894355
0,23,17,0.046170688969508884
0,23,18,-0.0907180595959906
0,23,19,0.05993907099719007
0,23,20,0.1567373479519495
0,23,21,0.07705592501079954
0,23,22,0.15197373793193775
0,23,23,0.11346811905544055
0,23,24,-0.014710423571292057
0,23,25,0.04731117253656
0,23,26,0.032927169730103796
0,23,27,0.1025855385643671
0,23,28,-0.07482813137102766
0,23,29,-0.05311618788250291
0,23,30,-0.19453165197929834
0,23,31,0.19453165197929834
0,24,0,-0.05246826385429477
0,24,1,0.00411875997543774
0,24,2,-0.05356283785723999
0,24,3,-0.05052945755354883
0,24,4,0.6264210294510473
0,24,5,0.018608285468982463
0,24,6,0.014111813558765535
0,24,7,0.011176227354334744
0,24,8,-0.12256556743355324
0,24,9,0.1436101543656543
0,24,10,-0.221585456063709
0,24,11,-0.23630188456281723
0,24,12,-0.10291590343258517
0,24,13,-0.1487826009546511
0,24,14,0.40549135943741776
0,24,15,-0.45744731002794387
0,24,16,-0.13603703921329519
0,24,17,-0.15348268601152307
0,24,18,-0.18570027719146087
0,24,19,-0.7362014515907946
0,24,20,-0.0010438256447996674
0,24,21,0.1446341009597416
0,24,22,0.004612941802911743
0,24,23,-0.014710423571292057
0,24,24,0.798980329984412
0,24,25,0.12017147075914805
0,24,26,0.1375960334048298
0,24,27,0.1608261732026138
0,24,28,0.22974086439736163
0,24,29,0.13401645953486685
0,24,30,-0.13617320252362689
0,24,31,0.13617320252362689
0,25,0,0.06169466176387531
0,25,1,0.0379749688067769
0,25,2,0.06846185357145056
0,25,3,0.044704645636679044
0,25,4,-0.052025657543150604
0,25,5,0.2144531167245926
0,25,6,0.27613018822939206
0,25,7,0.08192391045237794
0,25,8,-0.14855358952591116
0,25,9,0.1663039061172004
0,25,10,-0.10573405064108686
0,25,11,-0.3024260406064492
0,25,12,-0.10555817582529547
0,25,13,-0.05819831575693173
0,25,14,-0.306621140102081
0,25,15,0.35428079142434105
0,25,16,0.6005123691122572
0,25,17,0.20476151135004786
0,25,18,-0.07358489348486073
0,25,19,0.13815333873317726
0,25,20,0.08382210191296359
0,25,21,0.09806880278107029
0,25,22,0.0793568550567155
0,25,23,0.04731117253656
0,25,24,0.12017147075914805
0,25,25,0.315593908692563
0,25,26,0.44851149811413465
0,25,27,0.26864157905811836
0,25,28,0.2169684181703497
0,25,29,0.2733321621468826
0,25,30,-0.07577617228227444
0,25,31,0.07577617228227444
0,26,0,0.006704176989293734
0,26,1,0.16515937324942565
0,26,2,0.018922371872894347
0,26,3,0.017120304160179955
0,26,4,-0.12589981971870184
0,26,5,0.2519748740780482
0,26,6,0.760205328546447
0,26,7,0.1324401973300859
0,26,8,-0.15789211786921048
0,26,9,0.2703682893739787
0,26,10,-0.14519151050010976
0,26,11,-0.19986594311247657
0,26,12,-0.16158857660906628
0,26,13,-0.0736519684620577
0,26,14,-0.31427065054267433
0,26,15,0.7453419120656568
0,26,16,1.8883093467815484
0,26,17,0.7199652777485545
0,26,18,0.12312860640507176
0,26,19,0.2562754528986267
0,26,20,0.0454089617088406
0,26,21,0.23753914992998604
0,26,22,0.039390894139841544
0,26,23,0.032927169730103796
0,26,24,0.1375960334048298
0,26,25,0.44851149811413465
0,26,26,1.1315810685579275
0,26,27,0.4718335448698214
0,26,28,0.46894609200003246
0,26,29,0.4211892035957493
0,26,30,-0.15834904865302252
0,26,31,0.15834904865302252
0,27,0,0.1565527731368541
0,27,1,0.10292996950835023
0,27,2,0.1577276744705138
0,27,3,0.12131214543950906
0,27,4,0.05822023726141112
0,27,5,0.17135325386477668
0,27,6,0.3515990305958134
0,27,7,0.20798334849416533
0,27,8,-0.18429623372887946
0,27,9,-0.051200508314857625
0,27,10,-0.021965016630391753
0,27,11,-0.12079232745938362
0,27,12,-0.02093701075461847
0,27,13,0.014584736607593362
0,27,14,-0.25724365404754956
0,27,15,0.2656011584550794
0,27,16,0.5838346644175298
0,27,17,0.3506121658054847
0,27,18,-0.16776542893837626
0,27,19,0.0003494065705500988
0,27,20,0.15659002176645118
0,27,21,0.17640145647254793
0,27,22,0.1502886992579666
0,27,23,0.1025855385643671
0,27,24,0.1608261732026138
0,27,25,0.26864157905811836
0,27,26,0.4718335448698214
0,27,27,0.3644362910371167
0,27,28,0.15665954460184436
0,27,29,0.14603759176060072
0,27,30,-0.1954145614793508
0,27,31,0.1954145614793508
0,28,0,-0.19479226105523142
0,28,1,-0.03244278426784532
0,28,2,-0.1884469193175852
0,28,3,-0.14660871851239551
0,28,4,0.054520420150010476
0,28,5,0.06065386777551936
0,28,6,0.19155791609379472
0,28,7,-0.09070780126141878
0,28,8,0.39338414930843635
0,28,9,0.281195091546089
0,28,10,-0.15515875477885774
0,28,11,-0.3185394448914388
0,28,12,-0.12361219405085273
0,28,13,-0.14553455703688373
0,28,14,-0.21149297164736724
