component,i,j,value
1,3,2,0.03579812549283202
1,3,3,0.12808935092091245
1,3,4,-3.9097918615016396e-31
1,3,5,-3.9097918615016396e-31
1,3,6,7.819583723003279e-31
1,3,7,0.0
1,4,0,6.902532920683854e-33
1,4,1,1.442136342357162e-32
1,4,2,-3.1998170468027292e-31
1,4,3,-3.9097918615016396e-31
1,4,4,1e-06
1,4,5,4.437342591868191e-31
1,4,6,-8.874685183736383e-31
1,4,7,0.0
1,5,0,6.902532920683854e-33
1,5,1,1.442136342357162e-32
1,5,2,-3.1998170468027292e-31
1,5,3,-3.9097918615016396e-31
1,5,4,4.437342591868191e-31
1,5,5,1e-06
1,5,6,-8.874685183736383e-31
1,5,7,0.0
1,6,0,-1.3805065841367708e-32
1,6,1,-2.884272684714324e-32
1,6,2,6.3996340936054585e-31
1,6,3,7.819583723003279e-31
1,6,4,-8.874685183736383e-31
1,6,5,-8.874685183736383e-31
1,6,6,1e-06
1,6,7,0.0
1,7,0,0.0
1,7,1,0.0
1,7,2,0.0
1,7,3,0.0
1,7,4,0.0
1,7,5,0.0
1,7,6,0.0
1,7,7,1e-06
2,0,0,0.17877067749302616
2,0,1,0.27120388880583207
2,0,2,0.01103827520493446
2,0,3,0.01614736638631054
2,0,4,-2.593380225914076e-31
2,0,5,1.567861049126761e-31
2,0,6,1.296690112957038e-31
2,0,7,0.0
2,1,0,0.27120388880583207
2,1,1,0.7461927457207186
2,1,2,0.014999259008908902
2,1,3,0.027610547438653436
2,1,4,1.6664686622793874e-31
2,1,5,-8.874685183736383e-32
2,1,6,-8.332343311396937e-32
2,1,7,0.0
2,2,0,0.01103827520493446
2,2,1,0.014999259008908902
2,2,2,0.009549045400919259
2,2,3,0.004450076292245542
2,2,4,1.1576533784118348e-30
2,2,5,-6.951836727260166e-31
2,2,6,-5.788266892059174e-31
2,2,7,0.0
2,3,0,0.01614736638631054
2,3,1,0.027610547438653436
2,3,2,0.004450076292245542
2,3,3,0.018859741564623278
2,3,4,-6.340469525713882e-31
2,3,5,3.7963931063761194e-31
2,3,6,3.170234762856941e-31
2,3,7,0.0
2,4,0,-2.593380225914076e-31
2,4,1,1.6664686622793874e-31
2,4,2,1.1576533784118348e-30
2,4,3,-6.340469525713882e-31
2,4,4,1e-06
2,4,5,-7.395570986446986e-31
2,4,6,-6.162975822039155e-31
2,4,7,0.0
2,5,0,1.567861049126761e-31
2,5,1,-8.874685183736383e-32
2,5,2,-6.951836727260166e-31
2,5,3,3.7963931063761194e-31
2,5,4,-7.395570986446986e-31
2,5,5,1e-06
2,5,6,3.697785493223493e-31
2,5,7,0.0
2,6,0,1.296690112957038e-31
2,6,1,-8.332343311396937e-32
2,6,2,-5.788266892059174e-31
2,6,3,3.170234762856941e-31
2,6,4,-6.162975822039155e-31
2,6,5,3.697785493223493e-31
2,6,6,1e-06
2,6,7,0.0
2,7,0,0.0
2,7,1,0.0
2,7,2,0.0
2,7,3,0.0
2,7,4,0.0
2,7,5,0.0
2,7,6,0.0
2,7,7,1e-06
