component,i,j,value
0,5,20,0.14981343021774982
0,5,21,-0.003589766551873701
0,5,22,0.1817596022078589
0,5,23,0.10009113067864453
0,5,24,0.6195672120369092
0,5,25,0.7521158395411696
0,5,26,0.5524774238697823
0,5,27,0.48850003801888486
0,5,28,0.6842917014653336
0,5,29,0.5897252195925763
0,5,30,-0.424343578506433
0,5,31,0.424343578506433
0,6,0,0.1933207529531605
0,6,1,0.0611232171983885
0,6,2,0.23117366553872262
0,6,3,0.16390269426781043
0,6,4,0.28339615776277033
0,6,5,0.569461494030157
0,6,6,0.9039823715880982
0,6,7,0.47724977144813924
0,6,8,0.4133405613926176
0,6,9,0.4353474844749017
0,6,10,0.12889235361222875
0,6,11,0.044004139934950434
0,6,12,0.11887170525115881
0,6,13,0.07211387197724854
0,6,14,-0.187546521506172
0,6,15,0.3363281378660462
0,6,16,1.149887629611328
0,6,17,0.5203654889455468
0,6,18,0.32403401656007086
0,6,19,0.550105780451647
0,6,20,0.1679161120233516
0,6,21,0.02227412320492311
0,6,22,0.20169686454293415
0,6,23,0.1284540829099515
0,6,24,0.16742779058157867
0,6,25,0.473326119489435
0,6,26,0.7859908074780703
0,6,27,0.46597103367655324
0,6,28,0.36512506824521646
0,6,29,0.4102135243304812
0,6,30,-0.3445516475471916
0,6,31,0.3445516475471916
0,7,0,0.28244503886939937
0,7,1,0.09545402992249574
0,7,2,0.3102731519152438
0,7,3,0.22086628691226287
0,7,4,0.49650674752711293
0,7,5,0.48939191871138527
0,7,6,0.47724977144813924
0,7,7,0.49135455884813833
0,7,8,0.2975508777853181
0,7,9,0.07696451500605588
0,7,10,0.08188545972321402
0,7,11,-0.13656833764780543
0,7,12,0.07809973852609327
0,7,13,0.07600205993389102
0,7,14,-0.11457405403649364
0,7,15,-0.07762457962754861
0,7,16,0.0623819793775086
0,7,17,0.1320971267864206
0,7,18,0.25580616635420095
0,7,19,-0.24739911463304076
0,7,20,0.26133343771638445
0,7,21,0.08409843534698183
0,7,22,0.2862505749946845
0,7,23,0.19024219819424038
0,7,24,0.3902598049414236
0,7,25,0.3684113039749858
0,7,26,0.3701850342757737
0,7,27,0.4412312250908301
0,7,28,0.41818431752639856
0,7,29,0.1253468293423302
0,7,30,-0.48055660751983503
0,7,31,0.48055660751983503
0,8,0,-0.16644029398696514
0,8,1,-0.06858058935681692
0,8,2,-0.14159957215131677
0,8,3,-0.1359974741401145
0,8,4,0.6366491562080803
0,8,5,0.5294567695268044
0,8,6,0.41334056139261754
0,8,7,0.2975508777853181
0,8,8,1.3300059919248755
0,8,9,0.7969201372594976
0,8,10,0.1082005465978869
0,8,11,0.18498999804851107
0,8,12,-0.011292588681221887
0,8,13,-0.00029069079095081393
0,8,14,-0.2049583514534607
0,8,15,0.13875167044150186
0,8,16,0.33032608521017026
0,8,17,0.25559149313016644
0,8,18,0.970363196840771
0,8,19,0.11834552002810025
0,8,20,-0.08404094754547502
0,8,21,0.05584951252403782
0,8,22,-0.10730931420442799
0,8,23,-0.07262055040308428
0,8,24,0.5870813974359739
0,8,25,0.42498834221489784
0,8,26,0.32101008968798694
0,8,27,0.3077311654171095
0,8,28,1.2425846719248428
0,8,29,0.5911703918046932
0,8,30,-0.2997636236095972
0,8,31,0.2997636236095972
0,9,0,-0.5572540604884862
0,9,1,-0.5068317408367393
0,9,2,-0.5253317748440464
0,9,3,-0.42893176991838566
0,9,4,0.8153752086711822
0,9,5,0.6308680267375626
0,9,6,0.4353474844749017
0,9,7,0.07696451500605588
0,9,8,0.7969201372594976
0,9,9,1.8386111591359615
0,9,10,0.10217377578518408
0,9,11,0.1592632043014678
0,9,12,-0.008153688432636837
0,9,13,-0.08166019017934864
0,9,14,0.29744180384929914
0,9,15,0.49929784722880594
0,9,16,0.8561414198028621
0,9,17,0.3044293117702861
0,9,18,0.6420979429924212
0,9,19,1.3911049217002671
0,9,20,-0.4287898395103195
0,9,21,-0.4397742599842364
0,9,22,-0.46884708374435613
0,9,23,-0.32556141222100915
0,9,24,0.6391969381379037
0,9,25,0.2933775622696587
0,9,26,0.26076772853495483
0,9,27,0.03699189379999183
0,9,28,0.5720208857218091
0,9,29,1.143824108205886
0,9,30,0.19770266968679467
0,9,31,-0.19770266968679467
0,10,0,0.03834746682276985
0,10,1,-0.0758982175349779
0,10,2,0.03897829475441571
0,10,3,0.03561153790903373
0,10,4,0.08524633732458683
0,10,5,0.03519830802139941
0,10,6,0.12889235361222875
0,10,7,0.08188545972321401
0,10,8,0.1082005465978869
0,10,9,0.10217377578518408
0,10,10,0.2348324014937254
0,10,11,0.14038084196167805
0,10,12,0.14060312396138014
0,10,13,0.1047555102886781
0,10,14,0.17442873276239887
0,10,15,0.1382935570555311
0,10,16,0.360193740586631
0,10,17,0.3090409094048225
0,10,18,0.26038407185212425
0,10,19,0.34947927393703
0,10,20,0.05345774269038694
0,10,21,-0.13452443860340288
0,10,22,0.029157897601316422
0,10,23,0.04080351861183991
0,10,24,-0.07327699945167775
0,10,25,-0.14001135935636114
0,10,26,-0.06254672576588699
0,10,27,-0.02950063457644656
0,10,28,0.0229796311729635
0,10,29,-0.1022881007293775
0,10,30,-0.02129234583127009
0,10,31,0.02129234583127009
0,11,0,-0.15189977000445137
0,11,1,0.07220064157529
0,11,2,-0.16736357770087726
0,11,3,-0.11317566597642068
0,11,4,-0.22807554422918225
0,11,5,-0.18129164362174705
0,11,6,0.044004139934950434
0,11,7,-0.13656833764780538
0,11,8,0.18498999804851107
0,11,9,0.15926320430146781
0,11,10,0.14038084196167805
0,11,11,0.6454543532675289
0,11,12,0.011134127227120006
0,11,13,0.0408899903096521
0,11,14,0.32858504099429836
0,11,15,0.35562029565751535
0,11,16,0.7651419794541564
0,11,17,0.44718920658736855
0,11,18,0.5301302035425854
0,11,19,0.6502837879752544
0,11,20,-0.15349946707200327
0,11,21,0.12225670780471704
0,11,22,-0.2153517018041327
0,11,23,-0.11281246307651627
0,11,24,-0.23922210594887167
0,11,25,-0.3155946256486968
0,11,26,-0.17711693313629207
0,11,27,-0.2153536918150201
0,11,28,0.03274601196810104
0,11,29,-0.07438504430447387
0,11,30,0.17430498286890228
0,11,31,-0.17430498286890228
0,12,0,0.09712726571022856
0,12,1,-0.04303271931972594
0,12,2,0.10223598572064106
0,12,3,0.07690730231338304
0,12,4,-0.03742863635973586
0,12,5,0.05612001984484706
0,12,6,0.11887170525115881
0,12,7,0.07809973852609327
0,12,8,-0.011292588681221887
0,12,9,-0.008153688432636837
0,12,10,0.14060312396138014
0,12,11,0.01113412722712
0,12,12,0.176142548391698
0,12,13,0.07285466151658505
0,12,14,-0.0003117411513725751
0,12,15,0.1270178671491782
0,12,16,0.21556939515471513
0,12,17,0.21625826569965614
0,12,18,0.13508445360775553
0,12,19,0.11818058513819368
0,12,20,0.09091007905706981
0,12,21,-0.11441904991115125
0,12,22,0.10350976116835704
0,12,23,0.06528758033773285
0,12,24,-0.17561066554164184
0,12,25,-0.02291110036074527
0,12,26,0.029955042498307972
0,12,27,0.03170864072658812
0,12,28,-0.024860800140249443
0,12,29,-0.11680830859474291
0,12,30,-0.010277116678160938
0,12,31,0.010277116678160938
0,13,0,0.10065976418358424
0,13,1,0.01866030686433289
0,13,2,0.10090789686638922
0,13,3,0.08174700056033524
0,13,4,0.02514156168526909
0,13,5,0.022803697553828373
0,13,6,0.07211387197724854
0,13,7,0.076002059933891
0,13,8,-0.00029069079095081393
0,13,9,-0.08166019017934864
0,13,10,0.1047555102886781
0,13,11,0.0408899903096521
0,13,12,0.07285466151658505
0,13,13,0.06638424567981809
0,13,14,0.06670483700520766
0,13,15,0.03417378777846748
0,13,16,0.10060153136991444
0,13,17,0.10798454386464075
0,13,18,0.08901778231893856
0,13,19,0.03311686062634559
0,13,20,0.09374707842907869
0,13,21,-0.010886641964861074
0,13,22,0.0877102365422734
0,13,23,0.07168899377369882
0,13,24,-0.03975203317128957
0,13,25,-0.034603973252400694
0,13,26,-0.0002960093252450223
0,13,27,0.01879728843766311
0,13,28,0.0018665492879990783
0,13,29,-0.10167916006715425
0,13,30,-0.07752293701177188
0,13,31,0.07752293701177188
0,14,0,-0.17388961217715104
0,14,1,-0.09413241225971984
0,14,2,-0.193317412571047
0,14,3,-0.08852437103799449
0,14,4,0.07033560364226445
0,14,5,-0.18638696029285717
0,14,6,-0.187546521506172
0,14,7,-0.11457405403649364
0,14,8,-0.2049583514534607
0,14,9,0.2974418038492991
0,14,10,0.17442873276239887
0,14,11,0.32858504099429836
0,14,12,-0.00031174115137257017
0,14,13,0.06670483700520766
0,14,14,2.332130303792382
0,14,15,0.6193610384877104
0,14,16,0.5875904944999585
0,14,17,0.8414824802612372
0,14,18,0.1789698925057491
0,14,19,1.0175915089887406
0,14,20,-0.26124713947113604
0,14,21,-0.4019726756824171
0,14,22,-0.3494861939393737
0,14,23,-0.17033084850662225
0,14,24,-0.012818214687741952
0,14,25,-0.7940618563749544
0,14,26,-0.7373383971181608
0,14,27,-0.5076738794014397
0,14,28,-0.7803491358334501
0,14,29,-0.45639985131002064
0,14,30,0.18716816013565257
0,14,31,-0.18716816013565257
0,15,0,-0.12266798501728166
0,15,1,-0.13746945313648046
0,15,2,-0.11890684018429476
0,15,3,-0.08677851275574099
0,15,4,-0.3942079669057125
0,15,5,0.1726747524756749
0,15,6,0.3363281378660462
0,15,7,-0.0776245796275486
0,15,8,0.13875167044150186
0,15,9,0.499297847228806
0,15,10,0.13829355705553106
0,15,11,0.3556202956575153
0,15,12,0.1270178671491782
0,15,13,0.034173787778467475
0,15,14,0.6193610384877103
0,15,15,1.4524246756680264
0,15,16,1.454648583532527
0,15,17,0.8787867915763546
0,15,18,0.7299943766119187
0,15,19,1.5119580872103207
0,15,20,-0.20037673303199088
0,15,21,-0.32883845504893155
0,15,22,-0.2170582058938733
0,15,23,-0.15136895455581356
0,15,24,-0.6443287172477437
0,15,25,0.1475662430963222
0,15,26,0.19181642083541117
0,15,27,-0.15193796599535708
0,15,28,-0.06424611162018413
0,15,29,0.18552187468137887
0,15,30,0.30572657651672197
0,15,31,-0.30572657651672197
0,16,0,-0.21917296740638073
0,16,1,-0.3031843115660655
0,16,2,-0.2138314204288631
0,16,3,-0.14004962509194843
0,16,4,-0.47328387839816466
0,16,5,0.0330503725943194
0,16,6,1.149887629611328
0,16,7,0.06238197937750859
0,16,8,0.3303260852101704
0,16,9,0.8561414198028621
0,16,10,0.360193740586631
0,16,11,0.7651419794541564
0,16,12,0.21556939515471513
0,16,13,0.10060153136991444
0,16,14,0.5875904944999586
0,16,15,1.454648583532527
0,16,16,3.7856185798425614
0,16,17,1.9920662617990643
0,16,18,0.5751443539879592
0,16,19,2.803410595235857
0,16,20,-0.29053683524259044
0,16,21,-0.5439542312967597
0,16,22,-0.3124391771342927
0,16,23,-0.1982410231407022
0,16,24,-0.8867875300172229
0,16,25,-0.3104954539422216
0,16,26,0.673140075203302
0,16,27,-0.07292913871555502
0,16,28,-0.42128127578590496
0,16,29,0.19851216528681526
0,16,30,0.49253657938108747
0,16,31,-0.49253657938108747
0,17,0,-0.06703645814042097
0,17,1,-0.28158466528637144
0,17,2,-0.06765342677491847
0,17,3,-0.03965636524403389
0,17,4,-0.12413282066383469
0,17,5,-0.0013922030720457616
0,17,6,0.5203654889455468
0,17,7,0.1320971267864206
0,17,8,0.25559149313016644
0,17,9,0.3044293117702861
0,17,10,0.3090409094048225
0,17,11,0.44718920658736855
0,17,12,0.2162582656996561
0,17,13,0.10798454386464075
0,17,14,0.8414824802612374
0,17,15,0.8787867915763546
0,17,16,1.9920662617990643
0,17,17,1.6670819819355363
0,17,18,0.5449997588636499
0,17,19,1.4588628977426457
0,17,20,-0.17680131784921363
0,17,21,-0.607619232298336
0,17,22,-0.2080931835798386
0,17,23,-0.1316703730211226
0,17,24,-0.7063426835845414
0,17,25,-0.5523564303729347
0,17,26,-0.09150903945871044
0,17,27,-0.08736809956873405
0,17,28,-0.4390004973234512
0,17,29,-0.44015015215180625
0,17,30,0.28459340788436804
0,17,31,-0.28459340788436804
0,18,0,-0.03768368806690674
0,18,1,-0.18046143684792237
0,18,2,-0.02742881990682478
0,18,3,-0.04174564555499735
0,18,4,0.30589251294820635
0,18,5,0.44830033754729925
0,18,6,0.32403401656007086
0,18,7,0.25580616635420095
0,18,8,0.970363196840771
0,18,9,0.6420979429924212
0,18,10,0.26038407185212425
0,18,11,0.5301302035425854
0,18,12,0.13508445360775553
0,18,13,0.08901778231893856
0,18,14,0.1789698925057491
0,18,15,0.7299943766119187
0,18,16,0.5751443539879592
0,18,17,0.5449997588636499
0,18,18,2.2719297520867854
0,18,19,0.6146798694006236
0,18,20,-0.035836034618299414
0,18,21,-0.1533953850307834
0,18,22,-0.0963079989167017
0,18,23,-0.06285395999886303
0,18,24,-0.0862009926529363
0,18,25,0.19212607873725432
0,18,26,-0.015118828537681955
0,18,27,0.15703825323249795
0,18,28,1.5147160728158555
0,18,29,0.22652414554568218
0,18,30,-0.18313081067640935
0,18,31,0.18313081067640935
0,19,0,-0.49571122893904396
0,19,1,-0.5956211652907717
0,19,2,-0.496896398265052
0,19,3,-0.35588087205721947
0,19,4,-0.26379462848530416
0,19,5,-0.04832411453195173
0,19,6,0.550105780451647
0,19,7,-0.24739911463304076
0,19,8,0.11834552002810025
0,19,9,1.3911049217002671
0,19,10,0.34947927393703
0,19,11,0.6502837879752545
0,19,12,0.11818058513819368
0,19,13,0.033116860626345605
0,19,14,1.0175915089887406
0,19,15,1.5119580872103207
0,19,16,2.803410595235857
0,19,17,1.4588628977426457
0,19,18,0.6146798694006236
0,19,19,3.4219361225296536
0,19,20,-0.5195625817643398
0,19,21,-0.838197358331415
0,19,22,-0.6001764511133326
0,19,23,-0.37195907005282747
0,19,24,-0.7543701948089379
0,19,25,-0.5729514074451576
0,19,26,-0.005634099990425944
0,19,27,-0.49021526211931893
0,19,28,-0.5973958763276459
0,19,29,0.48203058183550085
0,19,30,0.7794905300350785
0,19,31,-0.7794905300350785
0,20,0,0.38840621657764945
0,20,1,0.27187960486868534
0,20,2,0.39635729428914107
0,20,3,0.30286632066034613
0,20,4,0.07930872579892344
0,20,5,0.14981343021774982
0,20,6,0.1679161120233516
0,20,7,0.26133343771638445
0,20,8,-0.08404094754547504
0,20,9,-0.4287898395103195
0,20,10,0.05345774269038695
0,20,11,-0.15349946707200327
0,20,12,0.09091007905706981
0,20,13,0.09374707842907869
0,20,14,-0.2612471394711361
0,20,15,-0.20037673303199088
0,20,16,-0.2905368352425905
0,20,17,-0.17680131784921366
0,20,18,-0.035836034618299414
0,20,19,-0.5195625817643398
0,20,20,0.3681084964617047
0,20,21,0.28474154966903925
0,20,22,0.3994240800903279
0,20,23,0.2734400687573624
0,20,24,0.12534673950971414
0,20,25,0.28189877341445513
0,20,26,0.24202778229430208
0,20,27,0.27692465579017905
0,20,28,0.22156991534984474
0,20,29,-0.07622264957116318
0,20,30,-0.4053443415271404
0,20,31,0.4053443415271404
0,21,0,0.21598284100734463
0,21,1,1.0127105505270333
0,21,2,0.2134055959415519
0,21,3,0.17203353621354317
0,21,4,-0.06934979134235458
0,21,5,-0.003589766551873716
0,21,6,0.02227412320492309
0,21,7,0.08409843534698183
0,21,8,0.05584951252403781
0,21,9,-0.4397742599842364
0,21,10,-0.13452443860340288
0,21,11,0.12225670780471704
0,21,12,-0.11441904991115125
0,21,13,-0.010886641964861075
0,21,14,-0.4019726756824171
0,21,15,-0.3288384550489316
0,21,16,-0.5439542312967597
0,21,17,-0.607619232298336
0,21,18,-0.1533953850307834
0,21,19,-0.838197358331415
0,21,20,0.28474154966903925
0,21,21,1.2966611248701
0,21,22,0.3021103937572473
0,21,23,0.2188413057416927
0,21,24,0.625664709293154
0,21,25,0.6110893414333576
0,21,26,0.38214338820701005
0,21,27,0.35405849754128493
0,21,28,0.6427964281297024
0,21,29,0.3040795023796208
0,21,30,-0.6970983597060264
0,21,31,0.6970983597060264
0,22,0,0.4223744524112228
0,22,1,0.28896312571258026
0,22,2,0.4338412489523775
0,22,3,0.3289085173657827
0,22,4,0.06005187362579216
0,22,5,0.1817596022078589
0,22,6,0.20169686454293415
0,22,7,0.2862505749946845
0,22,8,-0.10730931420442799
0,22,9,-0.46884708374435613
0,22,10,0.029157897601316422
0,22,11,-0.2153517018041327
0,22,12,0.10350976116835704
0,22,13,0.08771023654227339
0,22,14,-0.3494861939393737
0,22,15,-0.2170582058938733
0,22,16,-0.3124391771342927
0,22,17,-0.2080931835798386
0,22,18,-0.0963079989167017
0,22,19,-0.6001764511133325
0,22,20,0.3994240800903279
0,22,21,0.3021103937572473
0,22,22,0.4505255415447828
0,22,23,0.2976529664931763
0,22,24,0.11780825509082456
0,22,25,0.3637586341043167
0,22,26,0.32596288259020273
0,22,27,0.33050680455887316
0,22,28,0.23099751815571612
0,22,29,-0.06471465147081304
0,22,30,-0.43311343772218497
0,22,31,0.43311343772218497
0,23,0,0.2879013149397858
0,23,1,0.213275543669419
0,23,2,0.2939794614477276
0,23,3,0.22773557503735853
0,23,4,0.04823189103774989
0,23,5,0.10009113067864453
0,23,6,0.1284540829099515
0,23,7,0.19024219819424038
0,23,8,-0.07262055040308428
0,23,9,-0.3255614122210091
0,23,10,0.04080351861183991
0,23,11,-0.1128124630765163
0,23,12,0.06528758033773285
0,23,13,0.07168899377369882
0,23,14,-0.17033084850662225
0,23,15,-0.15136895455581356
0,23,16,-0.1982410231407022
0,23,17,-0.1316703730211226
0,23,18,-0.06285395999886303
0,23,19,-0.37195907005282747
0,23,20,0.2734400687573624
0,23,21,0.2188413057416927
0,23,22,0.2976529664931763
0,23,23,0.20739464531645466
0,23,24,0.0886955349970221
0,23,25,0.18943388482722975
0,23,26,0.18007876233251666
0,23,27,0.18996960906674845
0,23,28,0.12733218231257834
0,23,29,-0.07216061133822174
0,23,30,-0.2992940163548181
0,23,31,0.2992940163548181
0,24,0,-0.03809682100450709
0,24,1,0.25637397940389517
0,24,2,-0.013878874919142225
0,24,3,-0.029156845989893536
0,24,4,1.3608296201386654
0,24,5,0.6195672120369093
0,24,6,0.16742779058157867
0,24,7,0.3902598049414236
0,24,8,0.5870813974359739
0,24,9,0.6391969381379037
0,24,10,-0.07327699945167775
0,24,11,-0.2392221059488716
0,24,12,-0.17561066554164184
0,24,13,-0.03975203317128957
0,24,14,-0.01281821468774197
0,24,15,-0.6443287172477437
0,24,16,-0.8867875300172229
0,24,17,-0.7063426835845414
0,24,18,-0.08620099265293626
0,24,19,-0.7543701948089379
0,24,20,0.12534673950971414
0,24,21,0.625664709293154
0,24,22,0.11780825509082456
0,24,23,0.0886955349970221
0,24,24,1.8607442292048089
0,24,25,0.8955350863434642
0,24,26,0.4752763149077821
0,24,27,0.5802570223826032
0,24,28,1.0166416280689576
0,24,29,1.014951007255046
0,24,30,-0.8313548226635966
0,24,31,0.8313548226635966
0,25,0,0.20128564994569895
0,25,1,0.32580014927009293
0,25,2,0.23606640620608405
0,25,3,0.13766193313921307
0,25,4,0.4776630111086109
0,25,5,0.7521158395411696
0,25,6,0.473326119489435
0,25,7,0.3684113039749858
0,25,8,0.42498834221489784
0,25,9,0.2933775622696588
0,25,10,-0.14001135935636114
0,25,11,-0.3155946256486968
0,25,12,-0.02291110036074527
0,25,13,-0.034603973252400694
0,25,14,-0.7940618563749544
0,25,15,0.14756624309632224
0,25,16,-0.3104954539422216
0,25,17,-0.5523564303729347
0,25,18,0.19212607873725435
0,25,19,-0.5729514074451576
0,25,20,0.28189877341445513
0,25,21,0.6110893414333576
0,25,22,0.36375863410431675
0,25,23,0.18943388482722973
0,25,24,0.8955350863434642
0,25,25,1.565831329376755
0,25,26,1.1049301628143202
0,25,27,0.7922087406561931
0,25,28,1.2129595608050476
0,25,29,1.0850041083209052
0,25,30,-0.7234286362199179
0,25,31,0.7234286362199179
0,26,0,0.19443526978118655
0,26,1,0.19976232934352608
0,26,2,0.22962732968686103
0,26,3,0.15160945803457554
0,26,4,0.20947386225993203
0,26,5,0.5524774238697823
0,26,6,0.7859908074780703
0,26,7,0.3701850342757737
0,26,8,0.32101008968798694
0,26,9,0.26076772853495483
0,26,10,-0.06254672576588696
0,26,11,-0.17711693313629207
0,26,12,0.029955042498307966
0,26,13,-0.000296009325245018
0,26,14,-0.7373383971181608
0,26,15,0.19181642083541117
0,26,16,0.673140075203302
0,26,17,-0.09150903945871044
0,26,18,-0.015118828537681955
0,26,19,-0.005634099990425944
0,26,20,0.24202778229430208
0,26,21,0.38214338820701005
0,26,22,0.32596288259020273
0,26,23,0.18007876233251666
0,26,24,0.47527631490778216
0,26,25,1.1049301628143202
0,26,26,1.2519035226269293
0,26,27,0.671906874243886
0,26,28,0.7134498187774447
0,26,29,0.8693565083422312
0,26,30,-0.5267873812825539
0,26,31,0.5267873812825539
0,27,0,0.2501026382732777
0,27,1,0.2165061157753901
0,27,2,0.2766751296599497
0,27,3,0.18112693850378037
0,27,4,0.45162950254984435
0,27,5,0.48850003801888486
0,27,6,0.46597103367655324
0,27,7,0.4412312250908301
0,27,8,0.3077311654171095
0,27,9,0.03699189379999181
0,27,10,-0.02950063457644656
0,27,11,-0.2153536918150201
0,27,12,0.03170864072658811
0,27,13,0.01879728843766311
0,27,14,-0.5076738794014397
0,27,15,-0.15193796599535708
0,27,16,-0.07292913871555505
0,27,17,-0.08736809956873404
0,27,18,0.15703825323249798
0,27,19,-0.490215262119319
0,27,20,0.27692465579017905
0,27,21,0.35405849754128493
0,27,22,0.33050680455887316
0,27,23,0.18996960906674845
0,27,24,0.5802570223826032
0,27,25,0.7922087406561931
0,27,26,0.671906874243886
0,27,27,0.657476645883241
0,27,28,0.7441737488474834
0,27,29,0.4436859874009953
0,27,30,-0.6276124366054083
0,27,31,0.6276124366054083
0,28,0,0.05258546234815704
0,28,1,0.2562825994136057
0,28,2,0.07699565771182829
0,28,3,0.01337551133056991
0,28,4,0.7851565888294791
0,28,5,0.6842917014653336
0,28,6,0.36512506824521646
0,28,7,0.41818431752639856
0,28,8,1.2425846719248423
0,28,9,0.5720208857218091
0,28,10,0.0229796311729635
0,28,11,0.032746011968101
0,28,12,-0.024860800140249436
0,28,13,0.0018665492879990832
0,28,14,-0.7803491358334501
0,28,15,-0.06424611162018412
0,28,16,-0.42128127578590496
